id,exchange,symbol,date,price,amount,bid
10002252,cb,btcusd,1.46786E+12,677.26,2.69123,FALSE
10002251,cb,btcusd,1.46786E+12,677.26,0.13,FALSE
10002253,cb,btcusd,1.46786E+12,676.83,0.15776,FALSE
10002254,cb,btcusd,1.46786E+12,677.14,0.03417,FALSE
10002255,cb,btcusd,1.46786E+12,676.84,1.17515,FALSE
10002256,cb,btcusd,1.46786E+12,676.99,1.39038,FALSE
10002257,cb,btcusd,1.46786E+12,676.82,0.099,FALSE
10002258,cb,btcusd,1.46786E+12,676.83,0.89935,FALSE
10002259,cb,btcusd,1.46786E+12,676.82,0.077,FALSE
10002260,cb,btcusd,1.46786E+12,676.82,0.1,FALSE
10002261,cb,btcusd,1.46786E+12,676.83,4.38981,FALSE
10002262,cb,btcusd,1.46786E+12,677.03,0.1,FALSE
10002263,cb,btcusd,1.46786E+12,677.04,0.65,FALSE
10002264,cb,btcusd,1.46786E+12,677.16,1.07629,FALSE
10002265,cb,btcusd,1.46786E+12,677.07,0.548186,FALSE
10002266,cb,btcusd,1.46786E+12,677.18,0.1,FALSE
10002267,cb,btcusd,1.46786E+12,677.19,0.46,FALSE
10002268,cb,btcusd,1.46786E+12,677.21,0.20448,FALSE
10002269,cb,btcusd,1.46786E+12,677.18,0.1,FALSE
10002270,cb,btcusd,1.46786E+12,677.19,2.9094,FALSE
10002271,cb,btcusd,1.46786E+12,677.18,0.1,FALSE
10002272,cb,btcusd,1.46786E+12,677.19,0.97583,FALSE
10002273,cb,btcusd,1.46786E+12,677.2,1.097227,FALSE
10002274,cb,btcusd,1.46786E+12,677.2,0.22088,FALSE
10002275,cb,btcusd,1.46786E+12,677.19,0.75409,FALSE
10002276,cb,btcusd,1.46786E+12,676.78,0.02,TRUE
10002277,cb,btcusd,1.46786E+12,676.78,0.54,TRUE
10002278,cb,btcusd,1.46786E+12,676.78,0.287,TRUE
10002279,cb,btcusd,1.46786E+12,676.77,1.46693,TRUE
10002280,cb,btcusd,1.46786E+12,676.77,0.74946,TRUE
10002285,cb,btcusd,1.46786E+12,676.63,0.1,TRUE
10002282,cb,btcusd,1.46786E+12,676.73,0.5123838,TRUE
10002283,cb,btcusd,1.46786E+12,676.7,0.01,TRUE
10002284,cb,btcusd,1.46786E+12,676.64,0.5123838,TRUE
10002281,cb,btcusd,1.46786E+12,676.75,0.017,TRUE
10002287,cb,btcusd,1.46786E+12,676.59,0.016,TRUE
10002289,cb,btcusd,1.46786E+12,676.55,0.5123838,TRUE
10002290,cb,btcusd,1.46786E+12,676.55,0.212,TRUE
10002288,cb,btcusd,1.46786E+12,676.59,0.01,TRUE
10002286,cb,btcusd,1.46786E+12,676.6,0.18,TRUE
10002294,cb,btcusd,1.46786E+12,676.51,0.186,TRUE
10002291,cb,btcusd,1.46786E+12,676.54,0.01,TRUE
10002293,cb,btcusd,1.46786E+12,676.51,0.016,TRUE
10002296,cb,btcusd,1.46786E+12,676.46,0.1704586,TRUE
10002292,cb,btcusd,1.46786E+12,676.54,0.265,TRUE
10002295,cb,btcusd,1.46786E+12,676.47,0.03,TRUE
10002297,cb,btcusd,1.46786E+12,676.47,7.33771984,FALSE
10002298,cb,btcusd,1.46786E+12,676.47,4.97030016,FALSE
10002299,cb,btcusd,1.46786E+12,676.46,0.05666,TRUE
10002300,cb,btcusd,1.46786E+12,676.51,0.07,FALSE
10002301,cb,btcusd,1.46786E+12,676.51,0.09175,FALSE
10002302,cb,btcusd,1.46786E+12,676.47,0.1,TRUE
10002303,cb,btcusd,1.46786E+12,676.46,0.2852652,TRUE
10002304,cb,btcusd,1.46786E+12,676.44,0.01,TRUE
10002305,cb,btcusd,1.46786E+12,676.4,0.02433525,TRUE
10002306,cb,btcusd,1.46786E+12,676.4,0.01650475,TRUE
10002307,cb,btcusd,1.46786E+12,676.4,0.017,TRUE
10002308,cb,btcusd,1.46786E+12,676.37,0.5123838,TRUE
10002309,cb,btcusd,1.46786E+12,676.36,0.017,TRUE
10002310,cb,btcusd,1.46786E+12,676.35,0.016,TRUE
10002311,cb,btcusd,1.46786E+12,676.33,0.018,TRUE
10002312,cb,btcusd,1.46786E+12,676.3,0.015,TRUE
10002314,cb,btcusd,1.46786E+12,676.24,0.01,TRUE
10002313,cb,btcusd,1.46786E+12,676.3,0.02013347,TRUE
10002316,cb,btcusd,1.46786E+12,676.2,0.02013349,TRUE
10002315,cb,btcusd,1.46786E+12,676.22,0.017,TRUE
10002317,cb,btcusd,1.46786E+12,676.14,0.01,TRUE
10002318,cb,btcusd,1.46786E+12,676.14,0.1,TRUE
10002322,cb,btcusd,1.46786E+12,676.1,0.02013351,TRUE
10002319,cb,btcusd,1.46786E+12,676.13,0.016,TRUE
10002321,cb,btcusd,1.46786E+12,676.1,0.016,TRUE
10002320,cb,btcusd,1.46786E+12,676.12,0.017,TRUE
10002324,cb,btcusd,1.46786E+12,676.09,0.018,TRUE
10002326,cb,btcusd,1.46786E+12,676.06,0.01531991,TRUE
10002323,cb,btcusd,1.46786E+12,676.1,1.62893062,TRUE
10002325,cb,btcusd,1.46786E+12,676.07,0.017,TRUE
10002327,cb,btcusd,1.46786E+12,676.1,0.02016354,FALSE
10002329,cb,btcusd,1.46786E+12,676.2,0.0201486,FALSE
10002328,cb,btcusd,1.46786E+12,676.13,0.126,FALSE
10002330,cb,btcusd,1.46786E+12,676.21,0.02925786,FALSE
10002333,cb,btcusd,1.46786E+12,676.3,1.60762157,FALSE
10002331,cb,btcusd,1.46786E+12,676.29,0.091,FALSE
10002332,cb,btcusd,1.46786E+12,676.3,0.02017843,FALSE
10002334,cb,btcusd,1.46786E+12,676.27,0.109965,FALSE
10002337,cb,btcusd,1.46786E+12,676,0.01,TRUE
10002335,cb,btcusd,1.46786E+12,676.02,0.015,TRUE
10002336,cb,btcusd,1.46786E+12,676.02,0.017,TRUE
10002338,cb,btcusd,1.46786E+12,676,0.1819,TRUE
10002339,cb,btcusd,1.46786E+12,675.97,0.017,TRUE
10002340,cb,btcusd,1.46786E+12,675.97,0.14504,FALSE
10002344,cb,btcusd,1.46786E+12,675.85,0.015,TRUE
10002341,cb,btcusd,1.46786E+12,675.95,0.015,TRUE
10002343,cb,btcusd,1.46786E+12,675.88,0.016,TRUE
10002342,cb,btcusd,1.46786E+12,675.9,0.05,TRUE
10002345,cb,btcusd,1.46786E+12,675.82,0.01,TRUE
10002346,cb,btcusd,1.46786E+12,675.8,0.015,TRUE
10002349,cb,btcusd,1.46786E+12,675.73,0.0151,TRUE
10002347,cb,btcusd,1.46786E+12,675.76,0.015,TRUE
10002348,cb,btcusd,1.46786E+12,675.74,0.1,TRUE
10002350,cb,btcusd,1.46786E+12,675.69,0.015,TRUE
10002354,cb,btcusd,1.46786E+12,675.5,0.017,TRUE
10002353,cb,btcusd,1.46786E+12,675.56,0.015,TRUE
10002351,cb,btcusd,1.46786E+12,675.58,0.01,TRUE
10002352,cb,btcusd,1.46786E+12,675.57,0.015,TRUE
10002356,cb,btcusd,1.46786E+12,675.44,0.01,TRUE
10002355,cb,btcusd,1.46786E+12,675.46,0.017,TRUE
10002357,cb,btcusd,1.46786E+12,675.44,0.017,TRUE
10002358,cb,btcusd,1.46786E+12,675.42,0.015,TRUE
10002360,cb,btcusd,1.46786E+12,675.33,0.105,TRUE
10002361,cb,btcusd,1.46786E+12,675.33,0.1,TRUE
10002359,cb,btcusd,1.46786E+12,675.4,0.05,TRUE
10002364,cb,btcusd,1.46786E+12,675.29,0.015,TRUE
10002363,cb,btcusd,1.46786E+12,675.3,0.02019337,TRUE
10002362,cb,btcusd,1.46786E+12,675.3,0.017,TRUE
10002365,cb,btcusd,1.46786E+12,675.23,0.01,TRUE
10002366,cb,btcusd,1.46786E+12,675.2,0.02016352,TRUE
10002367,cb,btcusd,1.46786E+12,675.19,0.015,TRUE
10002368,cb,btcusd,1.46786E+12,675.11,0.016,TRUE
10002370,cb,btcusd,1.46786E+12,675.06,0.015,TRUE
10002369,cb,btcusd,1.46786E+12,675.1,0.02017847,TRUE
10002371,cb,btcusd,1.46786E+12,675.05,0.01,TRUE
10002373,cb,btcusd,1.46786E+12,674.91,0.016,TRUE
10002375,cb,btcusd,1.46786E+12,674.89,0.015,TRUE
10002374,cb,btcusd,1.46786E+12,674.9,0.05,TRUE
10002372,cb,btcusd,1.46786E+12,675.01,0.018,TRUE
10002380,cb,btcusd,1.46786E+12,674.79,0.01,TRUE
10002379,cb,btcusd,1.46786E+12,674.79,0.05700492,TRUE
10002376,cb,btcusd,1.46786E+12,674.85,0.016,TRUE
10002377,cb,btcusd,1.46786E+12,674.81,0.015,TRUE
10002378,cb,btcusd,1.46786E+12,674.79,0.0418406,TRUE
10002381,cb,btcusd,1.46786E+12,674.79,0.01,TRUE
10002382,cb,btcusd,1.46786E+12,674.78,0.01,TRUE
10002383,cb,btcusd,1.46786E+12,674.76,0.016,TRUE
10002384,cb,btcusd,1.46786E+12,674.75,0.016,TRUE
10002385,cb,btcusd,1.46786E+12,674.68,0.017,TRUE
10002386,cb,btcusd,1.46786E+12,674.66,0.01,TRUE
10002387,cb,btcusd,1.46786E+12,674.63,0.01,TRUE
10002388,cb,btcusd,1.46786E+12,674.62,0.015,TRUE
10002389,cb,btcusd,1.46786E+12,674.61,0.68,TRUE
10002390,cb,btcusd,1.46786E+12,674.6,0.015,TRUE
10002391,cb,btcusd,1.46786E+12,674.51,1.9,TRUE
10002393,cb,btcusd,1.46786E+12,674.43,1.24,TRUE
10002394,cb,btcusd,1.46786E+12,674.42,0.016,TRUE
10002392,cb,btcusd,1.46786E+12,674.5,0.01,TRUE
10002395,cb,btcusd,1.46786E+12,674.42,0.22,TRUE
10002396,cb,btcusd,1.46786E+12,674.41,0.016,TRUE
10002397,cb,btcusd,1.46786E+12,674.41,0.12,TRUE
10002400,cb,btcusd,1.46786E+12,674.36,0.01,TRUE
10002399,cb,btcusd,1.46786E+12,674.37,0.39,TRUE
10002398,cb,btcusd,1.46786E+12,674.4,0.05,TRUE
10002405,cb,btcusd,1.46786E+12,674.29,0.78,TRUE
10002402,cb,btcusd,1.46786E+12,674.33,0.016,TRUE
10002404,cb,btcusd,1.46786E+12,674.32,0.015,TRUE
10002403,cb,btcusd,1.46786E+12,674.33,0.51,TRUE
10002401,cb,btcusd,1.46786E+12,674.34,0.68,TRUE
10002407,cb,btcusd,1.46786E+12,674.23,0.92,TRUE
10002409,cb,btcusd,1.46786E+12,674.22,0.016,TRUE
10002406,cb,btcusd,1.46786E+12,674.28,0.017,TRUE
10002410,cb,btcusd,1.46786E+12,674.17,0.8,TRUE
10002408,cb,btcusd,1.46786E+12,674.22,0.015,TRUE
10002413,cb,btcusd,1.46786E+12,674.12,0.015,TRUE
10002414,cb,btcusd,1.46786E+12,674.1,0.76,TRUE
10002412,cb,btcusd,1.46786E+12,674.13,0.47,TRUE
10002411,cb,btcusd,1.46786E+12,674.16,0.01,TRUE
10002416,cb,btcusd,1.46786E+12,673.92,0.015,TRUE
10002415,cb,btcusd,1.46786E+12,674.06,1,TRUE
10002417,cb,btcusd,1.46786E+12,673.92,0.015,TRUE
10002418,cb,btcusd,1.46786E+12,673.91,0.29,TRUE
10002420,cb,btcusd,1.46786E+12,673.9,0.25,TRUE
10002419,cb,btcusd,1.46786E+12,673.9,0.05,TRUE
10002422,cb,btcusd,1.46786E+12,673.73,2.52,TRUE
10002421,cb,btcusd,1.46786E+12,673.89,0.01,TRUE
10002423,cb,btcusd,1.46786E+12,673.72,0.015,TRUE
10002424,cb,btcusd,1.46786E+12,673.69,1.03,TRUE
10002425,cb,btcusd,1.46786E+12,673.68,0.01,TRUE
10002426,cb,btcusd,1.46786E+12,673.53,0.95,TRUE
10002427,cb,btcusd,1.46786E+12,673.52,0.01,TRUE
10002428,cb,btcusd,1.46786E+12,673.52,0.01,TRUE
10002430,cb,btcusd,1.46786E+12,673.52,0.63,TRUE
10002429,cb,btcusd,1.46786E+12,673.52,0.016,TRUE
10002431,cb,btcusd,1.46786E+12,673.51,0.01,TRUE
10002435,cb,btcusd,1.46786E+12,673.4,0.05,TRUE
10002433,cb,btcusd,1.46786E+12,673.5,0.01,TRUE
10002432,cb,btcusd,1.46786E+12,673.51,0.25,TRUE
10002434,cb,btcusd,1.46786E+12,673.41,1.51,TRUE
10002438,cb,btcusd,1.46786E+12,673.38,0.01,TRUE
10002439,cb,btcusd,1.46786E+12,673.3,0.83,TRUE
10002437,cb,btcusd,1.46786E+12,673.39,0.57,TRUE
10002436,cb,btcusd,1.46786E+12,673.4,0.015,TRUE
10002440,cb,btcusd,1.46786E+12,673.29,0.01,TRUE
10002443,cb,btcusd,1.46786E+12,673.19,1.6,TRUE
10002442,cb,btcusd,1.46786E+12,673.28,0.01,TRUE
10002441,cb,btcusd,1.46786E+12,673.29,0.19,TRUE
10002444,cb,btcusd,1.46786E+12,673.18,0.01,TRUE
10002446,cb,btcusd,1.46786E+12,673.15,0.015,TRUE
10002445,cb,btcusd,1.46786E+12,673.16,0.74,TRUE
10002447,cb,btcusd,1.46786E+12,673.15,0.1,TRUE
10002451,cb,btcusd,1.46786E+12,673.06,0.27,TRUE
10002448,cb,btcusd,1.46786E+12,673.14,0.01,TRUE
10002449,cb,btcusd,1.46786E+12,673.11,0.73,TRUE
10002452,cb,btcusd,1.46786E+12,673.05,0.83911987,TRUE
10002450,cb,btcusd,1.46786E+12,673.1,0.0939,TRUE
10002453,cb,btcusd,1.46786E+12,675.73,0.1,TRUE
10002454,cb,btcusd,1.46786E+12,675.73,0.25312,FALSE
10002455,cb,btcusd,1.46786E+12,674.25,1.06152,FALSE
10002456,cb,btcusd,1.46786E+12,674.24,0.01,TRUE
10002457,cb,btcusd,1.46786E+12,674.19,0.01,FALSE
10002458,cb,btcusd,1.46786E+12,674.16,0.02114388,FALSE
10002459,cb,btcusd,1.46786E+12,674.13,0.15079,FALSE
10002460,cb,btcusd,1.46786E+12,674.13,0.16772,FALSE
10002461,cb,btcusd,1.46786E+12,674.19,0.81,FALSE
10002463,cb,btcusd,1.46786E+12,674.2,0.38,FALSE
10002462,cb,btcusd,1.46786E+12,674.2,0.02,FALSE
10002465,cb,btcusd,1.46786E+12,674.21,0.16,FALSE
10002467,cb,btcusd,1.46786E+12,674.25,0.63,FALSE
10002469,cb,btcusd,1.46786E+12,674.26,0.02,FALSE
10002468,cb,btcusd,1.46786E+12,674.26,0.01,FALSE
10002466,cb,btcusd,1.46786E+12,674.22,0.01,FALSE
10002464,cb,btcusd,1.46786E+12,674.21,0.02,FALSE
10002471,cb,btcusd,1.46786E+12,674.27,0.02,FALSE
10002473,cb,btcusd,1.46786E+12,674.3,0.01,FALSE
10002470,cb,btcusd,1.46786E+12,674.26,0.13,FALSE
10002474,cb,btcusd,1.46786E+12,674.35,0.08,FALSE
10002472,cb,btcusd,1.46786E+12,674.29,0.53,FALSE
10002476,cb,btcusd,1.46786E+12,674.46,0.01,FALSE
10002475,cb,btcusd,1.46786E+12,674.45,0.9,FALSE
10002477,cb,btcusd,1.46786E+12,674.55,0.66961,FALSE
10002478,cb,btcusd,1.46786E+12,673.85,0.1,TRUE
10002479,cb,btcusd,1.46786E+12,673.84,0.01,TRUE
10002480,cb,btcusd,1.46786E+12,673.84,0.107,TRUE
10002481,cb,btcusd,1.46786E+12,673.84,0.1,TRUE
10002482,cb,btcusd,1.46786E+12,673.75,0.1,TRUE
10002483,cb,btcusd,1.46786E+12,673.74,0.078,TRUE
10002484,cb,btcusd,1.46786E+12,673.68,0.103,TRUE
10002485,cb,btcusd,1.46786E+12,673.67,0.01,TRUE
10002486,cb,btcusd,1.46786E+12,673.6,0.119,TRUE
10002487,cb,btcusd,1.46786E+12,673.52,0.075,TRUE
10002488,cb,btcusd,1.46786E+12,673.44,0.118,TRUE
10002489,cb,btcusd,1.46786E+12,673.36,0.089,TRUE
10002490,cb,btcusd,1.46786E+12,673.25,0.146,TRUE
10002492,cb,btcusd,1.46786E+12,673,0.02025411,TRUE
10002493,cb,btcusd,1.46786E+12,672.9,0.05,TRUE
10002491,cb,btcusd,1.46786E+12,673.05,0.28088013,TRUE
10002496,cb,btcusd,1.46786E+12,672.8,0.0201641,TRUE
10002495,cb,btcusd,1.46786E+12,672.9,0.015,TRUE
10002497,cb,btcusd,1.46786E+12,672.78,0.01,TRUE
10002494,cb,btcusd,1.46786E+12,672.9,0.02023911,TRUE
10002500,cb,btcusd,1.46786E+12,672.7,0.02014916,TRUE
10002498,cb,btcusd,1.46786E+12,672.77,0.0775,TRUE
10002499,cb,btcusd,1.46786E+12,672.77,0.1,TRUE
10002501,cb,btcusd,1.46786E+12,672.67,0.21,TRUE
10002503,cb,btcusd,1.46786E+12,672.61,0.97,TRUE
10002502,cb,btcusd,1.46786E+12,672.65,0.015,TRUE
10002504,cb,btcusd,1.46786E+12,672.6,0.02014918,TRUE
10002505,cb,btcusd,1.46786E+12,672.58,0.67,TRUE
10002506,cb,btcusd,1.46786E+12,672.57,0.01,TRUE
10002508,cb,btcusd,1.46786E+12,672.56,0.1,TRUE
10002509,cb,btcusd,1.46786E+12,672.52,0.35563421,TRUE
10002507,cb,btcusd,1.46786E+12,672.57,0.37,TRUE
10002510,cb,btcusd,1.46786E+12,673.84,0.147,FALSE
10002511,cb,btcusd,1.46786E+12,673.85,0.00087,FALSE
10002513,cb,btcusd,1.46786E+12,673.77,0.5398,FALSE
10002512,cb,btcusd,1.46786E+12,673.76,0.174,FALSE
10002515,cb,btcusd,1.46786E+12,673.77,0.115,FALSE
10002514,cb,btcusd,1.46786E+12,673.77,0.49,FALSE
10002516,cb,btcusd,1.46786E+12,673.78,0.01,FALSE
10002518,cb,btcusd,1.46786E+12,673.79,0.04,FALSE
10002517,cb,btcusd,1.46786E+12,673.78,0.31,FALSE
10002520,cb,btcusd,1.46786E+12,673.82,0.20941,FALSE
10002519,cb,btcusd,1.46786E+12,673.81,1.03,FALSE
10002523,cb,btcusd,1.46786E+12,673.87,0.02,FALSE
10002521,cb,btcusd,1.46786E+12,673.86,0.02,FALSE
10002522,cb,btcusd,1.46786E+12,673.86,0.102,FALSE
10002525,cb,btcusd,1.46786E+12,673.93,0.01,FALSE
10002524,cb,btcusd,1.46786E+12,673.9,0.05,FALSE
10002529,cb,btcusd,1.46786E+12,674.05,0.141,FALSE
10002530,cb,btcusd,1.46786E+12,674.12,0.35915,FALSE
10002527,cb,btcusd,1.46786E+12,673.99,0.02,FALSE
10002528,cb,btcusd,1.46786E+12,674.05,0.04,FALSE
10002526,cb,btcusd,1.46786E+12,673.94,0.109,FALSE
10002531,cb,btcusd,1.46786E+12,674.2,0.02023901,FALSE
10002532,cb,btcusd,1.46786E+12,674.2,0.097,FALSE
10002533,cb,btcusd,1.46786E+12,674.2,0.2541,FALSE
10002534,cb,btcusd,1.46786E+12,674.22,0.04,FALSE
10002536,cb,btcusd,1.46786E+12,674.28,0.094,FALSE
10002535,cb,btcusd,1.46786E+12,674.22,0.04,FALSE
10002538,cb,btcusd,1.46786E+12,674.3,1.96103705,FALSE
10002537,cb,btcusd,1.46786E+12,674.3,0.02019394,FALSE
10002539,cb,btcusd,1.46786E+12,674.22,0.1,TRUE
10002540,cb,btcusd,1.46786E+12,674.21,0.1786,TRUE
10002542,cb,btcusd,1.46786E+12,674.16,0.20007,TRUE
10002541,cb,btcusd,1.46786E+12,674.19,0.1909,TRUE
10002543,cb,btcusd,1.46786E+12,674.31,0.1613,FALSE
10002544,cb,btcusd,1.46786E+12,674.31,0.030267,FALSE
10002545,cb,btcusd,1.46786E+12,674.15,0.01,TRUE
10002546,cb,btcusd,1.46786E+12,674.15,0.1,TRUE
10002547,cb,btcusd,1.46786E+12,674.03,0.015,TRUE
10002548,cb,btcusd,1.46786E+12,673.88,0.093,TRUE
10002549,cb,btcusd,1.46786E+12,673.88,0.1,TRUE
10002550,cb,btcusd,1.46786E+12,673.87,0.015,TRUE
10002551,cb,btcusd,1.46786E+12,673.81,0.074,TRUE
10002553,cb,btcusd,1.46786E+12,673.73,0.127,TRUE
10002552,cb,btcusd,1.46786E+12,673.73,0.01,TRUE
10002555,cb,btcusd,1.46786E+12,673.65,0.076,TRUE
10002557,cb,btcusd,1.46786E+12,673.51,0.05438,TRUE
10002556,cb,btcusd,1.46786E+12,673.59,0.01,TRUE
10002554,cb,btcusd,1.46786E+12,673.69,0.04,TRUE
10002559,cb,btcusd,1.46786E+12,673.67,0.05951,FALSE
10002558,cb,btcusd,1.46786E+12,673.66,0.1651,FALSE
10002560,cb,btcusd,1.46786E+12,673.45,0.01,TRUE
10002561,cb,btcusd,1.46786E+12,673.45,0.096,TRUE
10002562,cb,btcusd,1.46786E+12,673.44,0.1,TRUE
10002563,cb,btcusd,1.46786E+12,673.44,0.1,TRUE
10002564,cb,btcusd,1.46786E+12,673.41,0.015,TRUE
10002565,cb,btcusd,1.46786E+12,673.32,0.01,TRUE
10002566,cb,btcusd,1.46786E+12,673.29,0.098,TRUE
10002567,cb,btcusd,1.46786E+12,673.23,0.015,TRUE
10002568,cb,btcusd,1.46786E+12,673.21,0.096,TRUE
10002569,cb,btcusd,1.46786E+12,673.2,0.02025404,TRUE
10002570,cb,btcusd,1.46786E+12,673.13,0.145,TRUE
10002571,cb,btcusd,1.46786E+12,673.09,0.015,TRUE
10002572,cb,btcusd,1.46786E+12,673.05,0.093,TRUE
10002573,cb,btcusd,1.46786E+12,672.97,0.113,TRUE
10002574,cb,btcusd,1.46786E+12,672.93,0.015,TRUE
10002575,cb,btcusd,1.46786E+12,672.89,0.129,TRUE
10002576,cb,btcusd,1.46786E+12,672.82,1.5,TRUE
10002577,cb,btcusd,1.46786E+12,672.81,0.118,TRUE
10002578,cb,btcusd,1.46786E+12,672.81,0.24,TRUE
10002580,cb,btcusd,1.46786E+12,672.78,0.58330596,TRUE
10002579,cb,btcusd,1.46786E+12,672.8,0.0775,TRUE
10002581,cb,btcusd,1.46786E+12,673.71,0.12312,FALSE
10002582,cb,btcusd,1.46786E+12,673.44,0.01,TRUE
10002583,cb,btcusd,1.46786E+12,673.43,0.098,TRUE
10002584,cb,btcusd,1.46786E+12,673.4,0.05,TRUE
10002585,cb,btcusd,1.46786E+12,673.23,0.08,TRUE
10002587,cb,btcusd,1.46786E+12,673,0.01,TRUE
10002586,cb,btcusd,1.46786E+12,673.13,0.126,TRUE
10002588,cb,btcusd,1.46786E+12,672.8,1.76,TRUE
10002589,cb,btcusd,1.46786E+12,672.79,0.01,TRUE
10002590,cb,btcusd,1.46786E+12,672.78,0.25,TRUE
10002592,cb,btcusd,1.46786E+12,672.69,1.58028,TRUE
10002591,cb,btcusd,1.46786E+12,672.77,0.015,TRUE
10002593,cb,btcusd,1.46786E+12,673.57,0.53077,FALSE
10002595,cb,btcusd,1.46786E+12,673.59,0.015,FALSE
10002594,cb,btcusd,1.46786E+12,673.59,0.225,FALSE
10002596,cb,btcusd,1.46786E+12,673.6,0.27571,FALSE
10002597,cb,btcusd,1.46786E+12,673.61,0.119,TRUE
10002598,cb,btcusd,1.46786E+12,673.61,0.8409,TRUE
10002600,cb,btcusd,1.46786E+12,673.61,0.19398,TRUE
10002599,cb,btcusd,1.46786E+12,673.61,0.8259,TRUE
10002601,cb,btcusd,1.46786E+12,673.62,0.01,FALSE
10002602,cb,btcusd,1.46786E+12,673.63,0.02,FALSE
10002603,cb,btcusd,1.46786E+12,673.63,0.776036,FALSE
10002604,cb,btcusd,1.46786E+12,673.67,0.02,FALSE
10002606,cb,btcusd,1.46786E+12,673.86,0.05,FALSE
10002605,cb,btcusd,1.46786E+12,673.76,0.02,FALSE
10002607,cb,btcusd,1.46786E+12,673.89,0.01,FALSE
10002608,cb,btcusd,1.46786E+12,673.9,0.05,FALSE
10002609,cb,btcusd,1.46786E+12,674.04,0.01,FALSE
10002610,cb,btcusd,1.46786E+12,674.1,0.01,FALSE
10002611,cb,btcusd,1.46786E+12,674.18,0.02,FALSE
10002612,cb,btcusd,1.46786E+12,674.2,0.04,FALSE
10002613,cb,btcusd,1.46786E+12,674.22,0.04,FALSE
10002614,cb,btcusd,1.46786E+12,674.32,0.075,FALSE
10002615,cb,btcusd,1.46786E+12,674.33,0.01,FALSE
10002617,cb,btcusd,1.46786E+12,674.34,0.02,FALSE
10002616,cb,btcusd,1.46786E+12,674.33,0.09,FALSE
10002619,cb,btcusd,1.46786E+12,674.4,0.05,FALSE
10002618,cb,btcusd,1.46786E+12,674.35,0.5,FALSE
10002620,cb,btcusd,1.46786E+12,674.4,0.02022391,FALSE
10002621,cb,btcusd,1.46786E+12,674.4,0.1,FALSE
10002622,cb,btcusd,1.46786E+12,674.49,0.109,FALSE
10002624,cb,btcusd,1.46786E+12,674.52,0.01,FALSE
10002625,cb,btcusd,1.46786E+12,674.54,0.01,FALSE
10002626,cb,btcusd,1.46786E+12,674.56,0.02,FALSE
10002623,cb,btcusd,1.46786E+12,674.5,0.02016394,FALSE
10002627,cb,btcusd,1.46786E+12,674.56,0.03714215,FALSE
10002628,cb,btcusd,1.46786E+12,674.13,0.04152,TRUE
10002630,cb,btcusd,1.46786E+12,674.13,0.127,TRUE
10002629,cb,btcusd,1.46786E+12,674.13,0.01,TRUE
10002631,cb,btcusd,1.46786E+12,674.12,0.1,TRUE
10002632,cb,btcusd,1.46786E+12,674.01,0.088,TRUE
10002633,cb,btcusd,1.46786E+12,673.98,0.015,TRUE
10002634,cb,btcusd,1.46786E+12,673.91,0.32168,TRUE
10002635,cb,btcusd,1.46786E+12,673.95,0.121,TRUE
10002636,cb,btcusd,1.46786E+12,673.95,0.1,TRUE
10002637,cb,btcusd,1.46786E+12,673.9,0.05,TRUE
10002638,cb,btcusd,1.46786E+12,673.9,0.01,TRUE
10002639,cb,btcusd,1.46786E+12,673.87,0.081,TRUE
10002642,cb,btcusd,1.46786E+12,673.71,0.119,TRUE
10002641,cb,btcusd,1.46786E+12,673.79,0.119,TRUE
10002640,cb,btcusd,1.46786E+12,673.83,0.015,TRUE
10002643,cb,btcusd,1.46786E+12,673.69,0.01,TRUE
10002647,cb,btcusd,1.46786E+12,673.63,0.118,TRUE
10002648,cb,btcusd,1.46786E+12,673.62,0.01,TRUE
10002645,cb,btcusd,1.46786E+12,673.68,0.015,TRUE
10002646,cb,btcusd,1.46786E+12,673.67,0.01,TRUE
10002644,cb,btcusd,1.46786E+12,673.69,0.33,TRUE
10002649,cb,btcusd,1.46786E+12,673.51,3.04,TRUE
10002650,cb,btcusd,1.46786E+12,673.5,0.015,TRUE
10002651,cb,btcusd,1.46786E+12,673.42,2.01,TRUE
10002652,cb,btcusd,1.46786E+12,673.41,0.01,TRUE
10002653,cb,btcusd,1.46786E+12,673.41,0.58,TRUE
10002656,cb,btcusd,1.46786E+12,673.34,0.015,TRUE
10002657,cb,btcusd,1.46786E+12,673.28,1.89,TRUE
10002654,cb,btcusd,1.46786E+12,673.4,0.05,TRUE
10002655,cb,btcusd,1.46786E+12,673.35,1.77,TRUE
10002658,cb,btcusd,1.46786E+12,673.27,0.097,TRUE
10002660,cb,btcusd,1.46786E+12,673.21,0.095,TRUE
10002662,cb,btcusd,1.46786E+12,673.18,0.015,TRUE
10002663,cb,btcusd,1.46786E+12,673.09,2.28,TRUE
10002661,cb,btcusd,1.46786E+12,673.19,1.74,TRUE
10002659,cb,btcusd,1.46786E+12,673.22,1.6,TRUE
10002664,cb,btcusd,1.46786E+12,673.08,0.015,TRUE
10002665,cb,btcusd,1.46786E+12,672.94,2.71,TRUE
10002666,cb,btcusd,1.46786E+12,672.93,0.015,TRUE
10002670,cb,btcusd,1.46786E+12,672.87,1.84,TRUE
10002667,cb,btcusd,1.46786E+12,672.91,1.09,TRUE
10002669,cb,btcusd,1.46786E+12,672.88,1.02,TRUE
